VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TEXCOORD0.x, TEXCOORD0.y
1122, 272,  0.38651,  0.26375, -0.17546,  0.77491,  0.52687, -0.34919,  0.43094,  0.6683
1123, 273,  0.4265,  0.18374, -0.18457,  0.85525,  0.36652, -0.36634,  0.43378,  0.61766
1124, 270,  0.38651,  0.17465, -0.26464,  0.77503,  0.34937, -0.52657,  0.40324,  0.61191
1125, 270,  0.38651,  0.17465, -0.26464,  0.77503,  0.34937, -0.52657,  0.40324,  0.61191
1126, 271,  0.40697,  0.08968, -0.27647,  0.81539,  0.18048, -0.55006,  0.40381,  0.55817
1127, 82,  0.34813,  0.08751, -0.34813,  0.69596,  0.17683, -0.69596,  0.3738,  0.5568
1128, 270,  0.38651,  0.17465, -0.26464,  0.77503,  0.34937, -0.52657,  0.40324,  0.61191
1129, 82,  0.34813,  0.08751, -0.34813,  0.69596,  0.17683, -0.69596,  0.3738,  0.5568
1130, 81,  0.33247,  0.16989, -0.33247,  0.66463,  0.34139, -0.66462,  0.3738,  0.6089
1131, 422,  0.33247,  0.33157, -0.17071,  0.6646,  0.66465, -0.34139,  0.42326,  0.71124
1132, 272,  0.38651,  0.26375, -0.17546,  0.77491,  0.52687, -0.34919,  0.43094,  0.6683
1133, 269,  0.35475,  0.2485, -0.24924,  0.71254,  0.49641, -0.49586,  0.40128,  0.65865
1134, 272,  0.38651,  0.26375, -0.17546,  0.77491,  0.52687, -0.34919,  0.43094,  0.6683
1135, 270,  0.38651,  0.17465, -0.26464,  0.77503,  0.34937, -0.52657,  0.40324,  0.61191
1136, 269,  0.35475,  0.2485, -0.24924,  0.71254,  0.49641, -0.49586,  0.40128,  0.65865
1137, 269,  0.35475,  0.2485, -0.24924,  0.71254,  0.49641, -0.49586,  0.40128,  0.65865
1138, 270,  0.38651,  0.17465, -0.26464,  0.77503,  0.34937, -0.52657,  0.40324,  0.61191
1139, 81,  0.33247,  0.16989, -0.33247,  0.66463,  0.34139, -0.66462,  0.3738,  0.6089
1140, 422,  0.33247,  0.33157, -0.17071,  0.6646,  0.66465, -0.34139,  0.42326,  0.71124
1141, 269,  0.35475,  0.2485, -0.24924,  0.71254,  0.49641, -0.49586,  0.40128,  0.65865
1142, 420,  0.30995,  0.30909, -0.24091,  0.61991,  0.62046, -0.48036,  0.3936,  0.69699
1143, 269,  0.35475,  0.2485, -0.24924,  0.71254,  0.49641, -0.49586,  0.40128,  0.65865
1144, 81,  0.33247,  0.16989, -0.33247,  0.66463,  0.34139, -0.66462,  0.3738,  0.6089
1145, 80,  0.30995,  0.24017, -0.30995,  0.61998,  0.48088, -0.61998,  0.3738,  0.65337
1146, 420,  0.30995,  0.30909, -0.24091,  0.61991,  0.62046, -0.48036,  0.3936,  0.69699
1147, 269,  0.35475,  0.2485, -0.24924,  0.71254,  0.49641, -0.49586,  0.40128,  0.65865
1148, 80,  0.30995,  0.24017, -0.30995,  0.61998,  0.48088, -0.61998,  0.3738,  0.65337
1149, 420,  0.30995,  0.30909, -0.24091,  0.61991,  0.62046, -0.48036,  0.3936,  0.69699
1150, 80,  0.30995,  0.24017, -0.30995,  0.61998,  0.48088, -0.61998,  0.3738,  0.65337
1151, 421,  0.28884,  0.2879, -0.28884,  0.57705,  0.57794, -0.57705,  0.3738,  0.68361
1152, 433, -0.24019, -0.3089,  0.3089, -0.48054, -0.62011,  0.62011,  0.85363,  0.30481
1153, 86, -0.3089, -0.24019,  0.3089, -0.62011, -0.48054,  0.62011,  0.87343,  0.34843
1154, 434, -0.28783, -0.28783,  0.28783, -0.57735, -0.57735,  0.57735,  0.87343,  0.31819
1155, 433, -0.24019, -0.3089,  0.3089, -0.48054, -0.62011,  0.62011,  0.85363,  0.30481
1156, 287, -0.2485, -0.2485,  0.35359, -0.49635, -0.49635,  0.71223,  0.84595,  0.34315
1157, 86, -0.3089, -0.24019,  0.3089, -0.62011, -0.48054,  0.62011,  0.87343,  0.34843
1158, 435, -0.17014, -0.33135,  0.33135, -0.3411, -0.6647,  0.6647,  0.82396,  0.29056
1159, 287, -0.2485, -0.2485,  0.35359, -0.49635, -0.49635,  0.71223,  0.84595,  0.34315
1160, 433, -0.24019, -0.3089,  0.3089, -0.48054, -0.62011,  0.62011,  0.85363,  0.30481
1161, 287, -0.2485, -0.2485,  0.35359, -0.49635, -0.49635,  0.71223,  0.84595,  0.34315
1162, 87, -0.33135, -0.17014,  0.33135, -0.6647, -0.3411,  0.6647,  0.87343,  0.3929
1163, 86, -0.3089, -0.24019,  0.3089, -0.62011, -0.48054,  0.62011,  0.87343,  0.34843
1164, 435, -0.17014, -0.33135,  0.33135, -0.3411, -0.6647,  0.6647,  0.82396,  0.29056
1165, 290, -0.17488, -0.26371,  0.38524, -0.34924, -0.52726,  0.77461,  0.81629,  0.3335
1166, 287, -0.2485, -0.2485,  0.35359, -0.49635, -0.49635,  0.71223,  0.84595,  0.34315
1167, 436, -0.08806, -0.34697,  0.34697, -0.17693, -0.69595,  0.69595,  0.78805,  0.28065
1168, 290, -0.17488, -0.26371,  0.38524, -0.34924, -0.52726,  0.77461,  0.81629,  0.3335
1169, 435, -0.17014, -0.33135,  0.33135, -0.3411, -0.6647,  0.6647,  0.82396,  0.29056
1170, 287, -0.2485, -0.2485,  0.35359, -0.49635, -0.49635,  0.71223,  0.84595,  0.34315
1171, 288, -0.26371, -0.17488,  0.38524, -0.52726, -0.34924,  0.77461,  0.84398,  0.38989
1172, 87, -0.33135, -0.17014,  0.33135, -0.6647, -0.3411,  0.6647,  0.87343,  0.3929
1173, 290, -0.17488, -0.26371,  0.38524, -0.34924, -0.52726,  0.77461,  0.81629,  0.3335
1174, 288, -0.26371, -0.17488,  0.38524, -0.52726, -0.34924,  0.77461,  0.84398,  0.38989
1175, 287, -0.2485, -0.2485,  0.35359, -0.49635, -0.49635,  0.71223,  0.84595,  0.34315
1176, 288, -0.26371, -0.17488,  0.38524, -0.52726, -0.34924,  0.77461,  0.84398,  0.38989
1177, 88, -0.34697, -0.08806,  0.34697, -0.69504, -0.18397,  0.69504,  0.87343,  0.445
1178, 87, -0.33135, -0.17014,  0.33135, -0.6647, -0.3411,  0.6647,  0.87343,  0.3929
1179, 436, -0.08806, -0.34697,  0.34697, -0.17693, -0.69595,  0.69595,  0.78805,  0.28065
1180, 293, -0.09021, -0.2755,  0.40558, -0.18054, -0.55085,  0.81484,  0.78333,  0.32602
1181, 290, -0.17488, -0.26371,  0.38524, -0.34924, -0.52726,  0.77461,  0.81629,  0.3335
1182, 429,  5.72205E-08, -0.35251,  0.35251,  0.00, -0.70711,  0.70711,  0.74852,  0.27713
1183, 293, -0.09021, -0.2755,  0.40558, -0.18054, -0.55085,  0.81484,  0.78333,  0.32602
1184, 436, -0.08806, -0.34697,  0.34697, -0.17693, -0.69595,  0.69595,  0.78805,  0.28065
1185, 288, -0.26371, -0.17488,  0.38524, -0.52726, -0.34924,  0.77461,  0.84398,  0.38989
1186, 289, -0.2755, -0.09021,  0.40558, -0.54884, -0.18777,  0.81456,  0.84341,  0.44363
1187, 88, -0.34697, -0.08806,  0.34697, -0.69504, -0.18397,  0.69504,  0.87343,  0.445
1188, 289, -0.2755, -0.09021,  0.40558, -0.54884, -0.18777,  0.81456,  0.84341,  0.44363
1189, 24, -0.35355,  3.12866E-11,  0.35355, -0.70708, -0.00902,  0.70708,  0.87343,  0.5009
1190, 88, -0.34697, -0.08806,  0.34697, -0.69504, -0.18397,  0.69504,  0.87343,  0.445
1191, 290, -0.17488, -0.26371,  0.38524, -0.34924, -0.52726,  0.77461,  0.81629,  0.3335
1192, 291, -0.18394, -0.18394,  0.42528, -0.36702, -0.36702,  0.85475,  0.81344,  0.38414
1193, 288, -0.26371, -0.17488,  0.38524, -0.52726, -0.34924,  0.77461,  0.84398,  0.38989
1194, 293, -0.09021, -0.2755,  0.40558, -0.18054, -0.55085,  0.81484,  0.78333,  0.32602
1195, 291, -0.18394, -0.18394,  0.42528, -0.36702, -0.36702,  0.85475,  0.81344,  0.38414
1196, 290, -0.17488, -0.26371,  0.38524, -0.34924, -0.52726,  0.77461,  0.81629,  0.3335
1197, 291, -0.18394, -0.18394,  0.42528, -0.36702, -0.36702,  0.85475,  0.81344,  0.38414
1198, 289, -0.2755, -0.09021,  0.40558, -0.54884, -0.18777,  0.81456,  0.84341,  0.44363
1199, 288, -0.26371, -0.17488,  0.38524, -0.52726, -0.34924,  0.77461,  0.84398,  0.38989
1200, 429,  5.72205E-08, -0.35251,  0.35251,  0.00, -0.70711,  0.70711,  0.74852,  0.27713
1201, 134,  6.67572E-08, -0.28016,  0.41236,  0.00, -0.55962,  0.82875,  0.74852,  0.32306
1202, 293, -0.09021, -0.2755,  0.40558, -0.18054, -0.55085,  0.81484,  0.78333,  0.32602
1203, 428,  0.08806, -0.34697,  0.34697,  0.17693, -0.69595,  0.69595,  0.70899,  0.28065
1204, 134,  6.67572E-08, -0.28016,  0.41236,  0.00, -0.55962,  0.82875,  0.74852,  0.32306
1205, 429,  5.72205E-08, -0.35251,  0.35251,  0.00, -0.70711,  0.70711,  0.74852,  0.27713
1206, 289, -0.2755, -0.09021,  0.40558, -0.54884, -0.18777,  0.81456,  0.84341,  0.44363
1207, 137, -0.27779,  3.14321E-11,  0.41573, -0.55677, -0.00856,  0.83062,  0.84343,  0.5009
1208, 24, -0.35355,  3.12866E-11,  0.35355, -0.70708, -0.00902,  0.70708,  0.87343,  0.5009
1209, 91, -0.34813,  0.08751,  0.34813, -0.69618,  0.17508,  0.69618,  0.87343,  0.5568
1210, 24, -0.35355,  3.12866E-11,  0.35355, -0.70708, -0.00902,  0.70708,  0.87343,  0.5009
1211, 137, -0.27779,  3.14321E-11,  0.41573, -0.55677, -0.00856,  0.83062,  0.84343,  0.5009
1212, 291, -0.18394, -0.18394,  0.42528, -0.36702, -0.36702,  0.85475,  0.81344,  0.38414
1213, 292, -0.192, -0.09451,  0.45026, -0.38031, -0.19634,  0.90378,  0.81262,  0.44091
1214, 289, -0.2755, -0.09021,  0.40558, -0.54884, -0.18777,  0.81456,  0.84341,  0.44363
1215, 292, -0.192, -0.09451,  0.45026, -0.38031, -0.19634,  0.90378,  0.81262,  0.44091
1216, 137, -0.27779,  3.14321E-11,  0.41573, -0.55677, -0.00856,  0.83062,  0.84343,  0.5009
1217, 289, -0.2755, -0.09021,  0.40558, -0.54884, -0.18777,  0.81456,  0.84341,  0.44363
1218, 293, -0.09021, -0.2755,  0.40558, -0.18054, -0.55085,  0.81484,  0.78333,  0.32602
1219, 294, -0.09451, -0.192,  0.45026, -0.18873, -0.38282,  0.90434,  0.78142,  0.37902
1220, 291, -0.18394, -0.18394,  0.42528, -0.36702, -0.36702,  0.85475,  0.81344,  0.38414
1221, 134,  6.67572E-08, -0.28016,  0.41236,  0.00, -0.55962,  0.82875,  0.74852,  0.32306
1222, 294, -0.09451, -0.192,  0.45026, -0.18873, -0.38282,  0.90434,  0.78142,  0.37902
1223, 293, -0.09021, -0.2755,  0.40558, -0.18054, -0.55085,  0.81484,  0.78333,  0.32602
1224, 294, -0.09451, -0.192,  0.45026, -0.18873, -0.38282,  0.90434,  0.78142,  0.37902
1225, 292, -0.192, -0.09451,  0.45026, -0.38031, -0.19634,  0.90378,  0.81262,  0.44091
1226, 291, -0.18394, -0.18394,  0.42528, -0.36702, -0.36702,  0.85475,  0.81344,  0.38414
1227, 428,  0.08806, -0.34697,  0.34697,  0.17693, -0.69595,  0.69595,  0.70899,  0.28065
1228, 280,  0.09021, -0.2755,  0.40558,  0.18054, -0.55085,  0.81484,  0.71371,  0.32602
1229, 134,  6.67572E-08, -0.28016,  0.41236,  0.00, -0.55962,  0.82875,  0.74852,  0.32306
1230, 427,  0.17014, -0.33135,  0.33135,  0.3411, -0.6647,  0.6647,  0.67308,  0.29056
1231, 280,  0.09021, -0.2755,  0.40558,  0.18054, -0.55085,  0.81484,  0.71371,  0.32602
1232, 428,  0.08806, -0.34697,  0.34697,  0.17693, -0.69595,  0.69595,  0.70899,  0.28065
1233, 91, -0.34813,  0.08751,  0.34813, -0.69618,  0.17508,  0.69618,  0.87343,  0.5568
1234, 137, -0.27779,  3.14321E-11,  0.41573, -0.55677, -0.00856,  0.83062,  0.84343,  0.5009
1235, 302, -0.27647,  0.08968,  0.40697, -0.54901,  0.17939,  0.81633,  0.84341,  0.55817
1236, 90, -0.33247,  0.16989,  0.33247, -0.66462,  0.34139,  0.66462,  0.87343,  0.6089
1237, 91, -0.34813,  0.08751,  0.34813, -0.69618,  0.17508,  0.69618,  0.87343,  0.5568
1238, 302, -0.27647,  0.08968,  0.40697, -0.54901,  0.17939,  0.81633,  0.84341,  0.55817
1239, 134,  6.67572E-08, -0.28016,  0.41236,  0.00, -0.55962,  0.82875,  0.74852,  0.32306
1240, 135,  7.57177E-08, -0.19561,  0.45855,  0.00, -0.38897,  0.92125,  0.74852,  0.37673
1241, 294, -0.09451, -0.192,  0.45026, -0.18873, -0.38282,  0.90434,  0.78142,  0.37902
1242, 280,  0.09021, -0.2755,  0.40558,  0.18054, -0.55085,  0.81484,  0.71371,  0.32602
1243, 135,  7.57177E-08, -0.19561,  0.45855,  0.00, -0.38897,  0.92125,  0.74852,  0.37673
1244, 134,  6.67572E-08, -0.28016,  0.41236,  0.00, -0.55962,  0.82875,  0.74852,  0.32306
1245, 292, -0.192, -0.09451,  0.45026, -0.38031, -0.19634,  0.90378,  0.81262,  0.44091
1246, 138, -0.19134, -8.07631E-12,  0.46194, -0.38466, -0.00757,  0.92303,  0.81264,  0.5009
1247, 137, -0.27779,  3.14321E-11,  0.41573, -0.55677, -0.00856,  0.83062,  0.84343,  0.5009
1248, 302, -0.27647,  0.08968,  0.40697, -0.54901,  0.17939,  0.81633,  0.84341,  0.55817
1249, 137, -0.27779,  3.14321E-11,  0.41573, -0.55677, -0.00856,  0.83062,  0.84343,  0.5009
1250, 138, -0.19134, -8.07631E-12,  0.46194, -0.38466, -0.00757,  0.92303,  0.81264,  0.5009
1251, 294, -0.09451, -0.192,  0.45026, -0.18873, -0.38282,  0.90434,  0.78142,  0.37902
1252, 295, -0.09875, -0.09875,  0.47857, -0.19474, -0.20436,  0.95933,  0.78088,  0.43821
1253, 292, -0.192, -0.09451,  0.45026, -0.38031, -0.19634,  0.90378,  0.81262,  0.44091
1254, 135,  7.57177E-08, -0.19561,  0.45855,  0.00, -0.38897,  0.92125,  0.74852,  0.37673
1255, 295, -0.09875, -0.09875,  0.47857, -0.19474, -0.20436,  0.95933,  0.78088,  0.43821
1256, 294, -0.09451, -0.192,  0.45026, -0.18873, -0.38282,  0.90434,  0.78142,  0.37902
1257, 295, -0.09875, -0.09875,  0.47857, -0.19474, -0.20436,  0.95933,  0.78088,  0.43821
1258, 138, -0.19134, -8.07631E-12,  0.46194, -0.38466, -0.00757,  0.92303,  0.81264,  0.5009
1259, 292, -0.192, -0.09451,  0.45026, -0.38031, -0.19634,  0.90378,  0.81262,  0.44091
1260, 427,  0.17014, -0.33135,  0.33135,  0.3411, -0.6647,  0.6647,  0.67308,  0.29056
1261, 279,  0.17488, -0.26371,  0.38524,  0.34924, -0.52726,  0.77461,  0.68075,  0.3335
1262, 280,  0.09021, -0.2755,  0.40558,  0.18054, -0.55085,  0.81484,  0.71371,  0.32602
1263, 426,  0.24019, -0.3089,  0.3089,  0.48054, -0.62011,  0.62011,  0.64341,  0.30481
1264, 279,  0.17488, -0.26371,  0.38524,  0.34924, -0.52726,  0.77461,  0.68075,  0.3335
1265, 427,  0.17014, -0.33135,  0.33135,  0.3411, -0.6647,  0.6647,  0.67308,  0.29056
1266, 90, -0.33247,  0.16989,  0.33247, -0.66462,  0.34139,  0.66462,  0.87343,  0.6089
1267, 302, -0.27647,  0.08968,  0.40697, -0.54901,  0.17939,  0.81633,  0.84341,  0.55817
1268, 299, -0.26464,  0.17465,  0.38651, -0.52657,  0.34937,  0.77503,  0.84398,  0.61191
1269, 89, -0.30995,  0.24017,  0.30995, -0.61998,  0.48088,  0.61998,  0.87343,  0.65337
1270, 90, -0.33247,  0.16989,  0.33247, -0.66462,  0.34139,  0.66462,  0.87343,  0.6089
1271, 299, -0.26464,  0.17465,  0.38651, -0.52657,  0.34937,  0.77503,  0.84398,  0.61191
1272, 280,  0.09021, -0.2755,  0.40558,  0.18054, -0.55085,  0.81484,  0.71371,  0.32602
1273, 283,  0.09451, -0.192,  0.45026,  0.18873, -0.38282,  0.90434,  0.71562,  0.37902
1274, 135,  7.57177E-08, -0.19561,  0.45855,  0.00, -0.38897,  0.92125,  0.74852,  0.37673
1275, 279,  0.17488, -0.26371,  0.38524,  0.34924, -0.52726,  0.77461,  0.68075,  0.3335
1276, 283,  0.09451, -0.192,  0.45026,  0.18873, -0.38282,  0.90434,  0.71562,  0.37902
1277, 280,  0.09021, -0.2755,  0.40558,  0.18054, -0.55085,  0.81484,  0.71371,  0.32602
1278, 135,  7.57177E-08, -0.19561,  0.45855,  0.00, -0.38897,  0.92125,  0.74852,  0.37673
1279, 136,  8.03816E-08, -0.1008,  0.48823,  0.00, -0.20761,  0.97821,  0.74852,  0.43692
1280, 295, -0.09875, -0.09875,  0.47857, -0.19474, -0.20436,  0.95933,  0.78088,  0.43821
1281, 283,  0.09451, -0.192,  0.45026,  0.18873, -0.38282,  0.90434,  0.71562,  0.37902
1282, 136,  8.03816E-08, -0.1008,  0.48823,  0.00, -0.20761,  0.97821,  0.74852,  0.43692
1283, 135,  7.57177E-08, -0.19561,  0.45855,  0.00, -0.38897,  0.92125,  0.74852,  0.37673
1284, 295, -0.09875, -0.09875,  0.47857, -0.19474, -0.20436,  0.95933,  0.78088,  0.43821
1285, 139, -0.09755,  3.58887E-11,  0.49039, -0.19671, -0.00691,  0.98044,  0.7809,  0.5009
1286, 138, -0.19134, -8.07631E-12,  0.46194, -0.38466, -0.00757,  0.92303,  0.81264,  0.5009
1287, 136,  8.03816E-08, -0.1008,  0.48823,  0.00, -0.20761,  0.97821,  0.74852,  0.43692
1288, 139, -0.09755,  3.58887E-11,  0.49039, -0.19671, -0.00691,  0.98044,  0.7809,  0.5009
1289, 295, -0.09875, -0.09875,  0.47857, -0.19474, -0.20436,  0.95933,  0.78088,  0.43821
1290, 302, -0.27647,  0.08968,  0.40697, -0.54901,  0.17939,  0.81633,  0.84341,  0.55817
1291, 138, -0.19134, -8.07631E-12,  0.46194, -0.38466, -0.00757,  0.92303,  0.81264,  0.5009
1292, 303, -0.19264,  0.09398,  0.45155, -0.3799,  0.18887,  0.90554,  0.81262,  0.56089
1293, 299, -0.26464,  0.17465,  0.38651, -0.52657,  0.34937,  0.77503,  0.84398,  0.61191
1294, 302, -0.27647,  0.08968,  0.40697, -0.54901,  0.17939,  0.81633,  0.84341,  0.55817
1295, 303, -0.19264,  0.09398,  0.45155, -0.3799,  0.18887,  0.90554,  0.81262,  0.56089
1296, 303, -0.19264,  0.09398,  0.45155, -0.3799,  0.18887,  0.90554,  0.81262,  0.56089
1297, 138, -0.19134, -8.07631E-12,  0.46194, -0.38466, -0.00757,  0.92303,  0.81264,  0.5009
1298, 139, -0.09755,  3.58887E-11,  0.49039, -0.19671, -0.00691,  0.98044,  0.7809,  0.5009
1299, 426,  0.24019, -0.3089,  0.3089,  0.48054, -0.62011,  0.62011,  0.64341,  0.30481
1300, 278,  0.2485, -0.2485,  0.35359,  0.49635, -0.49635,  0.71223,  0.65109,  0.34315
1301, 279,  0.17488, -0.26371,  0.38524,  0.34924, -0.52726,  0.77461,  0.68075,  0.3335
1302, 424,  0.28783, -0.28783,  0.28783,  0.57735, -0.57735,  0.57735,  0.62361,  0.31819
1303, 278,  0.2485, -0.2485,  0.35359,  0.49635, -0.49635,  0.71223,  0.65109,  0.34315
1304, 426,  0.24019, -0.3089,  0.3089,  0.48054, -0.62011,  0.62011,  0.64341,  0.30481
1305, 424,  0.28783, -0.28783,  0.28783,  0.57735, -0.57735,  0.57735,  0.62361,  0.31819
1306, 425,  0.3089, -0.24019,  0.3089,  0.62011, -0.48054,  0.62011,  0.62361,  0.34843
1307, 278,  0.2485, -0.2485,  0.35359,  0.49635, -0.49635,  0.71223,  0.65109,  0.34315
1308, 279,  0.17488, -0.26371,  0.38524,  0.34924, -0.52726,  0.77461,  0.68075,  0.3335
1309, 282,  0.18394, -0.18394,  0.42528,  0.36702, -0.36702,  0.85475,  0.6836,  0.38414
1310, 283,  0.09451, -0.192,  0.45026,  0.18873, -0.38282,  0.90434,  0.71562,  0.37902
1311, 278,  0.2485, -0.2485,  0.35359,  0.49635, -0.49635,  0.71223,  0.65109,  0.34315
1312, 282,  0.18394, -0.18394,  0.42528,  0.36702, -0.36702,  0.85475,  0.6836,  0.38414
1313, 279,  0.17488, -0.26371,  0.38524,  0.34924, -0.52726,  0.77461,  0.68075,  0.3335
1314, 425,  0.3089, -0.24019,  0.3089,  0.62011, -0.48054,  0.62011,  0.62361,  0.34843
1315, 281,  0.26371, -0.17488,  0.38524,  0.52726, -0.34924,  0.77461,  0.65306,  0.38989
1316, 278,  0.2485, -0.2485,  0.35359,  0.49635, -0.49635,  0.71223,  0.65109,  0.34315
1317, 278,  0.2485, -0.2485,  0.35359,  0.49635, -0.49635,  0.71223,  0.65109,  0.34315
1318, 281,  0.26371, -0.17488,  0.38524,  0.52726, -0.34924,  0.77461,  0.65306,  0.38989
1319, 282,  0.18394, -0.18394,  0.42528,  0.36702, -0.36702,  0.85475,  0.6836,  0.38414
1320, 425,  0.3089, -0.24019,  0.3089,  0.62011, -0.48054,  0.62011,  0.62361,  0.34843
1321, 430,  0.33135, -0.17014,  0.33135,  0.6647, -0.3411,  0.6647,  0.62361,  0.3929
1322, 281,  0.26371, -0.17488,  0.38524,  0.52726, -0.34924,  0.77461,  0.65306,  0.38989
1323, 283,  0.09451, -0.192,  0.45026,  0.18873, -0.38282,  0.90434,  0.71562,  0.37902
1324, 286,  0.09875, -0.09875,  0.47857,  0.19474, -0.20436,  0.95933,  0.71616,  0.43821
1325, 136,  8.03816E-08, -0.1008,  0.48823,  0.00, -0.20761,  0.97821,  0.74852,  0.43692
1326, 282,  0.18394, -0.18394,  0.42528,  0.36702, -0.36702,  0.85475,  0.6836,  0.38414
1327, 286,  0.09875, -0.09875,  0.47857,  0.19474, -0.20436,  0.95933,  0.71616,  0.43821
1328, 283,  0.09451, -0.192,  0.45026,  0.18873, -0.38282,  0.90434,  0.71562,  0.37902
1329, 136,  8.03816E-08, -0.1008,  0.48823,  0.00, -0.20761,  0.97821,  0.74852,  0.43692
1330, 11,  8.19558E-08, -9.53707E-09,  0.50,  0.00, -0.00678,  0.99998,  0.74852,  0.5009
1331, 139, -0.09755,  3.58887E-11,  0.49039, -0.19671, -0.00691,  0.98044,  0.7809,  0.5009
1332, 286,  0.09875, -0.09875,  0.47857,  0.19474, -0.20436,  0.95933,  0.71616,  0.43821
1333, 11,  8.19558E-08, -9.53707E-09,  0.50,  0.00, -0.00678,  0.99998,  0.74852,  0.5009
1334, 136,  8.03816E-08, -0.1008,  0.48823,  0.00, -0.20761,  0.97821,  0.74852,  0.43692
1335, 303, -0.19264,  0.09398,  0.45155, -0.3799,  0.18887,  0.90554,  0.81262,  0.56089
1336, 139, -0.09755,  3.58887E-11,  0.49039, -0.19671, -0.00691,  0.98044,  0.7809,  0.5009
1337, 304, -0.09909,  0.09824,  0.47996, -0.19488,  0.19757,  0.96072,  0.78088,  0.56359
1338, 304, -0.09909,  0.09824,  0.47996, -0.19488,  0.19757,  0.96072,  0.78088,  0.56359
1339, 139, -0.09755,  3.58887E-11,  0.49039, -0.19671, -0.00691,  0.98044,  0.7809,  0.5009
1340, 11,  8.19558E-08, -9.53707E-09,  0.50,  0.00, -0.00678,  0.99998,  0.74852,  0.5009
1341, 430,  0.33135, -0.17014,  0.33135,  0.6647, -0.3411,  0.6647,  0.62361,  0.3929
1342, 284,  0.2755, -0.09021,  0.40558,  0.54884, -0.18777,  0.81456,  0.65363,  0.44363
1343, 281,  0.26371, -0.17488,  0.38524,  0.52726, -0.34924,  0.77461,  0.65306,  0.38989
1344, 430,  0.33135, -0.17014,  0.33135,  0.6647, -0.3411,  0.6647,  0.62361,  0.3929
1345, 431,  0.34697, -0.08806,  0.34697,  0.69504, -0.18397,  0.69504,  0.62361,  0.445
1346, 284,  0.2755, -0.09021,  0.40558,  0.54884, -0.18777,  0.81456,  0.65363,  0.44363
1347, 281,  0.26371, -0.17488,  0.38524,  0.52726, -0.34924,  0.77461,  0.65306,  0.38989
1348, 285,  0.192, -0.09451,  0.45026,  0.38031, -0.19634,  0.90378,  0.68442,  0.44091
1349, 282,  0.18394, -0.18394,  0.42528,  0.36702, -0.36702,  0.85475,  0.6836,  0.38414
1350, 282,  0.18394, -0.18394,  0.42528,  0.36702, -0.36702,  0.85475,  0.6836,  0.38414
1351, 285,  0.192, -0.09451,  0.45026,  0.38031, -0.19634,  0.90378,  0.68442,  0.44091
1352, 286,  0.09875, -0.09875,  0.47857,  0.19474, -0.20436,  0.95933,  0.71616,  0.43821
1353, 281,  0.26371, -0.17488,  0.38524,  0.52726, -0.34924,  0.77461,  0.65306,  0.38989
1354, 284,  0.2755, -0.09021,  0.40558,  0.54884, -0.18777,  0.81456,  0.65363,  0.44363
1355, 285,  0.192, -0.09451,  0.45026,  0.38031, -0.19634,  0.90378,  0.68442,  0.44091
1356, 286,  0.09875, -0.09875,  0.47857,  0.19474, -0.20436,  0.95933,  0.71616,  0.43821
1357, 145,  0.09755, -3.60524E-11,  0.49039,  0.19671, -0.00691,  0.98044,  0.71614,  0.5009
1358, 11,  8.19558E-08, -9.53707E-09,  0.50,  0.00, -0.00678,  0.99998,  0.74852,  0.5009
1359, 285,  0.192, -0.09451,  0.45026,  0.38031, -0.19634,  0.90378,  0.68442,  0.44091
1360, 145,  0.09755, -3.60524E-11,  0.49039,  0.19671, -0.00691,  0.98044,  0.71614,  0.5009
1361, 286,  0.09875, -0.09875,  0.47857,  0.19474, -0.20436,  0.95933,  0.71616,  0.43821
1362, 431,  0.34697, -0.08806,  0.34697,  0.69504, -0.18397,  0.69504,  0.62361,  0.445
1363, 143,  0.27779, -3.14321E-11,  0.41573,  0.55677, -0.00856,  0.83062,  0.65361,  0.5009
1364, 284,  0.2755, -0.09021,  0.40558,  0.54884, -0.18777,  0.81456,  0.65363,  0.44363
1365, 431,  0.34697, -0.08806,  0.34697,  0.69504, -0.18397,  0.69504,  0.62361,  0.445
1366, 432,  0.35355, -3.12866E-11,  0.35355,  0.70708, -0.00902,  0.70708,  0.62361,  0.5009
1367, 143,  0.27779, -3.14321E-11,  0.41573,  0.55677, -0.00856,  0.83062,  0.65361,  0.5009
1368, 284,  0.2755, -0.09021,  0.40558,  0.54884, -0.18777,  0.81456,  0.65363,  0.44363
1369, 144,  0.19134,  8.07631E-12,  0.46194,  0.38466, -0.00757,  0.92303,  0.6844,  0.5009
1370, 285,  0.192, -0.09451,  0.45026,  0.38031, -0.19634,  0.90378,  0.68442,  0.44091
1371, 285,  0.192, -0.09451,  0.45026,  0.38031, -0.19634,  0.90378,  0.68442,  0.44091
1372, 144,  0.19134,  8.07631E-12,  0.46194,  0.38466, -0.00757,  0.92303,  0.6844,  0.5009
1373, 145,  0.09755, -3.60524E-11,  0.49039,  0.19671, -0.00691,  0.98044,  0.71614,  0.5009
1374, 284,  0.2755, -0.09021,  0.40558,  0.54884, -0.18777,  0.81456,  0.65363,  0.44363
1375, 143,  0.27779, -3.14321E-11,  0.41573,  0.55677, -0.00856,  0.83062,  0.65361,  0.5009
1376, 144,  0.19134,  8.07631E-12,  0.46194,  0.38466, -0.00757,  0.92303,  0.6844,  0.5009
